LIN2000150501	Interview Cancelled And Notice Ordered	On March 31, 2020, we cancelled your interview for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number LIN2000150501, and mailed you a cancellation notice.  We will notify you by mail if the appointment is rescheduled, a decision is made, or if we need something from you.  Please follow any instructions in the notice.  If you do not receive your notice by April 30, 2020, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
LIN2000150511	Notice Was Returned To USCIS Because The Post Office Could Not Deliver It	On November 7, 2019, the Post Office returned a notice we sent you for your Form I-730, Refugee/Asylee Relative Petition, Receipt Number LIN2000150511, because they could not deliver it. This could have a serious effect on your case. Please go to www.uscis.gov/e-request to request a copy of the notice immediately. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
LIN2000150521	Notice Was Returned To USCIS Because The Post Office Could Not Deliver It	On October 18, 2019, the Post Office returned a notice we sent you for your Form I-140, Immigrant Petition for Alien Worker, Receipt Number LIN2000150521, because they could not deliver it. This could have a serious effect on your case. Please go to www.uscis.gov/e-request to request a copy of the notice immediately. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
